name,rating,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,agtron,aroma,acid,body,flavor,aftertaste,desc_1,roast_Dark,roast_Light,roast_Medium,roast_Medium-Dark,roast_Medium-Light,cluster
Yemen Port of Mokha Al-Durrar,94,1,0,0,0,0,0,0.6578947368421053,9.0,8.0,9.0,9.0,9.0,"Intensely rich, sweetly savory. Dried raspberry, aged rum, paprika, pipe tobacco, wisteria-like flowers in aroma and cup. Sweet-savory in structure with gentle acidity; full, velvety mouthfeel. The flavor-saturated finish fulfills the promise of the cup, carrying over each of the distinct fruit, earth, spice and chocolate notes, together with a hint of sweet ferment suggesting aged rum.",0,0,0,0,1,1
Ethiopia Sidamo Shakiso Danbi Uddo Mulish Natural G1,92,1,0,0,0,0,0,0.7073170731707317,9.0,8.0,8.0,9.0,8.0,"Fruit-forward, spice-toned. Raspberry jam, clove, rum cordial, fresh-cut fir, dried hibiscus in aroma and cup. Sweetly tart structure with brisk acidity; lightly creamy mouthfeel. Clove and raspberry drive the sweet-toned short finish, while notes of fresh-cut fir reappear in the long.",0,0,0,0,1,1
Dodora Double,96,1,0,0,0,0,0,0.7142857142857143,9.0,9.0,9.0,10.0,9.0,"Lush, vibrant; intricate and balanced. Fine musk, dried jasmine, passionfruit, bergamot, dark chocolate in aroma and cup. Complex, richly sweet structure with bright acidity. Buoyant, silky mouthfeel. The resonant finish fulfills the promise of the cup, carrying all of the flavor notes, including a hint of white sage, well into the long.",0,1,0,0,0,1
Ethiopia Guji Deri Korcha White Honey,93,1,0,0,0,0,0,0.7209302325581395,8.0,9.0,9.0,9.0,8.0,"Sweetly pungent, high-toned. Dried apple, orange blossom, toffee, cedar, dark chocolate in aroma and cup. Sweetly tart structure, with juicy acidity; buoyant, silky mouthfeel. The finish is deeply sweet and resonant, with notes of orange blossom and toffee in the short, rounding to chocolate in the long.",0,1,0,0,0,1
Yemen Sana’a,93,1,0,0,0,0,0,0.7380952380952381,9.0,8.0,9.0,9.0,8.0,"Elegantly fruit-toned, richly sweet. Dried black cherry, pipe tobacco, almond, vanilla, honeysuckle in aroma and cup. Sweetly tart structure with gently brisk acidity; very syrupy-smooth mouthfeel. The finish consolidates  vanilla and cherry notes supported by pipe tobacco.",0,1,0,0,0,1
Icamiabas Fazenda Klem Catuaí Natural,92,0,0,0,0,0,1,0.717948717948718,9.0,8.0,8.0,9.0,8.0,"Fruit-toned, chocolaty. Strawberry, dark chocolate, sandalwood, lavender, a hint of brandy in aroma and cup. Brisk, sweet-tart structure with juicy acidity; delicate, silky mouthfeel. Reminiscent of a chocolate cordial in the sweetly fermenty finish.",0,0,0,0,1,1
Colombia Gesha,94,0,0,0,0,0,1,0.7792207792207793,9.0,9.0,9.0,9.0,8.0,"Floral, spice-toned. Jasmine, pink peppercorn, honey, apricot, myrrh in aroma and cup. Sweet structure with vivacious acidity; very full, syrupy mouthfeel. The finish consolidates to notes of pink peppercorn and honey.",0,0,0,0,1,1
Panama Auromar Estate Geisha Peaberry,95,0,0,1,0,0,0,0.654320987654321,10.0,9.0,9.0,9.0,8.0,"Resonantly bright, floral-toned. Jasmine, frankincense, cardamom, toffee, apricot in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisp, velvety mouthfeel. The deep, flavor-saturated finish leads with caramel-toned apricot in the short, with rich florals resurfacing in the long. ",0,0,0,0,1,1
Port of Mokha Auction Lot 19: Mohamed Ahmed Al Rumaim,92,1,0,0,0,0,0,0.7792207792207793,9.0,8.0,8.0,9.0,8.0,"Chocolaty and richly wood-framed. Dark chocolate, fresh-cut pine, magnolia, pink peppercorn, golden raisin in aroma and cup. Sweetly tart structure with pert acidity; crisp, velvety mouthfeel. Richly drying, chocolaty finish. ",0,0,0,0,1,1
Ethiopia Agakiso,93,1,0,0,0,0,0,0.6705882352941176,9.0,8.0,9.0,9.0,8.0,"Sweetly pungent, floral-toned. Rhododendron, fine musk, black cherry, sandalwood, roasted cacao nib in aroma and cup. Balanced, bittersweet structure; velvety-smooth mouthfeel. The finish consolidates to cocoa-toned florals in the short and sweet aromatic wood notes in the long.",0,1,0,0,0,1
Candelilla Geisha Natural,95,0,0,1,0,0,0,0.775,9.0,9.0,9.0,9.0,9.0,"Delicately sweet-tart, richly aromatic. Pomegranate, lavender, cocoa nib, lemon-thyme, cedar in aroma and cup. Sweetly tart structure with bright, graceful acidity; light but viscous, silky mouthfeel. Long, confident finish led by notes of lavender and pomegranate, rounding to citrus-toned cocoa nib in the long.",0,1,0,0,0,1
Haraz Special Red Yemen,92,1,0,0,0,0,0,0.7380952380952381,9.0,8.0,8.0,9.0,8.0,"Engaging, richly sweet-savory. Caramelized fig, earthy pipe tobacco, aged rum, hibiscus, cinnamon in aroma and cup. Sweetly tart structure; velvety-smooth mouthfeel. The long finish consolidates to cinnamon and caramelized fig, with a hint of aged rum.",0,1,0,0,0,1
El Peñon Nicaragua,94,0,0,1,0,0,0,0.6559139784946236,9.0,9.0,8.0,9.0,9.0,"Vibrant, richly sweet, clear-toned. Roasted cacao nib, ginger blossom, dried fig, sandalwood, sugar cane in aroma and cup. Lushly sweet-tart in structure with juicy acidity; crisp, velvety mouthfeel. The deep, resonant finish is flavor-laden, fulfilling the promise of the cup with spicy floral notes in the short and cocoa-toned fruit in the long.",0,1,0,0,0,1
Civet Ethiopia Papilio Sidamo,93,1,0,0,0,0,0,0.6923076923076923,9.0,8.0,9.0,9.0,8.0,"Delicately sweet-tart, fruit-toned. Strawberry, aged rum, cocoa powder, pink peppercorn, celery seed in aroma and cup. Sweetly fermenty in structure; satiny-smooth in mouthfeel. A hint of aged rum carries the finish, accompanied by berry notes in the short and spice-toned savory notes in the long.",0,0,0,0,1,1
Fazenda Recreio Bourbon Pulped Natural,93,0,0,0,0,0,1,0.7532467532467533,9.0,8.0,9.0,9.0,8.0," Round, balanced, with a quiet but deeply layered complexity. Blackberry, cocoa, pear, lavender, roasted macadamia in aroma and cup. Sweetly and roundly bright in structure; plush and lightly syrupy in mouthfeel. A richly resonant finish consolidates around cocoa, lavender and pear.",0,0,0,0,1,1
Ethiopia Guji Uraga Wolichu Wachu Anaerobic Natural Process,93,1,0,0,0,0,0,0.7380952380952381,9.0,8.0,9.0,9.0,8.0,"Delicately fruity, spice-toned. Red plum, ginger blossom, cocoa nib, lemon balm, maple syrup in aroma and cup. Gently vibrant structure with round acidity; viscous, satiny mouthfeel. Cocoa-toned finish, supported by notes of lemon balm and maple syrup.",0,1,0,0,0,1
Kenya Nyeri Rumukia Peaberry,92,1,0,0,0,0,0,0.6619718309859155,9.0,8.0,8.0,9.0,8.0,"Sweetly roast-rounded, cocoa-toned. Baker's chocolate, black currant, rose hip, singed cedar, almond brittle in aroma and cup. Crisply sweet-tart structure; delicate, syrupy mouthfeel. The richly drying finish centers around tart floral notes and baker's chocolate.",0,0,1,0,0,1
Sumatra Lintong,93,0,0,0,0,1,0,0.75,9.0,8.0,9.0,9.0,8.0,"Sweetly savory, deep-toned. Pipe tobacco, sandalwood, rhododendron, tangerine zest, date in aroma and cup. Savory-leaning structure with richly bittersweet acidity; very full, viscous mouthfeel. The crisp, sweet finish centers around notes of earthy pipe tobacco and date.",0,0,0,0,1,1
Ethiopia Bensa Segra Natural,93,1,0,0,0,0,0,0.6235294117647059,9.0,8.0,9.0,9.0,8.0,"Fruit-forward, richly sweet. Dried blueberry, ginger, hibiscus, cedar, honey in aroma and cup. Sweet-toned in structure with round, gentle acidity; full, viscous mouthfeel. Quiet finish with lingering notes of blueberry and cocoa nib.",0,0,0,0,1,1
Colombia Castillo Fruit Maceration Series (Peach),94,0,0,0,0,0,1,0.7792207792207793,9.0,9.0,9.0,9.0,8.0,"Elegantly floral, richly sweet. White peach, lilac, cocoa nib, lemon-thyme, oak in aroma and cup. Sweet-tart structure with vivacious, juicy acidity; plush, syrupy mouthfeel. Gently fruit-driven finish with notes of lemon-thyme and oak.",0,0,0,0,1,1
Colombia Castillo Fruit Maceration Series (Grape),93,0,0,0,0,0,1,0.775,9.0,8.0,9.0,9.0,8.0,"Candy-like, chocolaty. Jolly Roger candy, baking chocolate, bay leaf, crisped rice, cedar in aroma and cup. Tart-leaning structure with brisk acidity; full, satiny mouthfeel. Crisply tart finish with fruit and aromatic wood impulses.",0,1,0,0,0,1
Colombia La Esperanza Anaerobic,94,0,0,0,0,0,1,0.7297297297297297,9.0,9.0,9.0,9.0,8.0,"Deeply rich, sweetly savory. Pomelo, myrrh, dried apricot, dark chocolate, the pungent herb epazote in aroma and cup. Juicy-sweet structure with tart, zesty acidity; plush, creamy mouthfeel. The resonant finish centers around notes of apricot and chocolate with hints of tarragon.",0,0,0,0,1,1
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,92,0,0,1,0,0,0,0.7631578947368421,9.0,8.0,8.0,9.0,8.0,"Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity; crisp, velvety mouthfeel. Chocolaty finish with blueberry and almond undertones.",0,0,0,0,1,1
Ethiopia Guji Laayoo Natural,95,1,0,0,0,0,0,0.7619047619047619,9.0,9.0,9.0,9.0,9.0,"Vibrant, high-toned, delicately fruity. Strawberry guava, pink grapefruit zest, lemon balm, spearmint, cocoa nib in aroma and cup. Balanced, sweetly tart with gently juicy acidity; silky, elegant mouthfeel. Cocoa-driven finish with undertones of citrus and sweet herbs.",0,1,0,0,0,1
Colombia Finca Samboni Gesha Anaerobic Natural,95,0,0,0,0,0,1,0.775,9.0,9.0,9.0,9.0,9.0,"Intensely aromatic, richly sweet-tart. Raspberry jam, star jasmine, tangerine zest, oak forest, amber in aroma and cup. High-toned, sweet-tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The long, resonant finish centers around notes of raspberry and star jasmine.",0,1,0,0,0,1
Kenya Muranga Gondo,93,1,0,0,0,0,0,0.6923076923076923,9.0,9.0,8.0,9.0,8.0,"Spice-toned, richly sweet, deeply savory. White peach, fine musk, freesia, almond, myrrh in aroma and cup. Delicate, sweet-savory structure, with bright, juicy acidity. The resonant, richly drying finish leads with white peach and musk in the short, rounding to notes of sweet almond with a hint of myrrh in the long.",0,0,0,0,1,1
El Salvador Loma La GLoria Natural,93,0,0,1,0,0,0,0.717948717948718,9.0,9.0,8.0,9.0,8.0,"Deeply sweet and bright; rich-toned. Dried mango, honey, apple blossom, pink peppercorn, oak in aroma and cup. Sweet-tart in structure with juicy acidity; velvety-smooth mouthfeel. The fruit-driven finish is resonant, consolidating to notes of dried mango, honey and oak.",0,0,0,0,1,1
Burundi Nkonge Hill Red Honey,93,1,0,0,0,0,0,0.6714285714285714,9.0,8.0,9.0,9.0,8.0,"Sweetly roast-rounded, richly savory. Dark caramel, pipe tobacco, date, almond, hops in aroma and cup. Sweet-savory in structure with rounded acidity; plump, syrupy mouthfeel. The finish leads with notes of date and pipe tobacco in the short, with almond and hops returning in the long. ",0,0,1,0,0,1
Guatemala Don Angel,92,0,0,1,0,0,0,0.782051282051282,8.0,9.0,8.0,9.0,8.0,"Sweetly tart, high-toned. Pie cherry, baking chocolate, cane sugar, almond, a hint of narcissus in aroma and cup. Tart-leaning structure with juicy acidity; delicately satiny mouthfeel. The clean, refreshing finish is centered around tart fruit notes.",0,0,0,0,1,1
Banko Gotiti Natural,93,1,0,0,0,0,0,0.7692307692307693,9.0,8.0,9.0,9.0,8.0,"Intensely fruit-driven, richly sweet-tart. Raspberry jam, maple syrup, cocoa nib, fresh-cut fir, jasmine in aroma and cup. Sweet-toned structure with gently tart acidity; plush, syrupy mouthfeel. Fruit-toned finish with undertones of maple syrup and fir.",0,0,0,0,1,1
Cafe Granja La Esperanza Sudan Rume,94,0,0,0,0,0,1,0.7662337662337663,9.0,9.0,9.0,9.0,8.0,"Multi-layered, rich, intricately sweet. Lemon balm, apricot, cardamom, cocoa nib, freesia-like flowers in aroma and cup. Sweetly tart with vibrant, juicy acidity; rich, syrupy mouthfeel. The finish leads with notes of lemon and cardamom, rounding to cocoa nib in the long.",0,0,0,0,1,1
DR Congo FTO Bourbon SOPACDI,94,1,0,0,0,0,0,0.6756756756756757,9.0,9.0,9.0,9.0,8.0,"Richly savory, deeply sweet. Ginger blossom, almond brittle, pear, fresh, moist forest notes, wildflower honey in aroma and cup. Structured balance among sweet, tart and savory tastes; crisp, velvety mouthfeel. The honey-toned finish leads with ginger blossom in the short and notes of pear and almond in the long.",0,0,0,0,1,1
Guatemala Santa Felisa Wild Yeast Natural Gesha,96,0,0,1,0,0,0,0.7045454545454546,9.0,9.0,9.0,10.0,9.0,"Elegantly fruit-toned, complex, deeply layered. Lychee, macadamia nut, pink grapefruit zest, cocoa nib, plumeria in aroma and cup. Richly sweet-tart structure with bright, juicy acidity; supple, syrupy mouthfeel. The long, nuanced finish retains all of the flavor and aroma notes from the cup and adds a subtle incense-like note suggesting sandalwood.",0,1,0,0,0,1
Ethiopia Oromia Guji Washed,94,1,0,0,0,0,0,0.759493670886076,9.0,9.0,9.0,9.0,8.0,"Very sweet, floral, deeply rich. Date, tangerine zest, fresh pipe tobacco, freesia-like flowers, dark chocolate in aroma and cup. Complex and deeply rich structure; roundly tart acidity. Full, syrupy mouthfeel. The finish is dry but rings with rich tobacco and unsweetened chocolate far into the long.",0,0,0,0,1,1
El Jocote Natural,95,0,0,1,0,0,0,0.7692307692307693,9.0,9.0,9.0,9.0,9.0,"Juicy, vibrant, tartly floral. Dried hibiscus, Meyer lemon zest, guava, cocoa nib, sandalwood in aroma and cup. Balanced, brightly sweet-tart structure with high-toned acidity; silky, viscous mouthfeel. Resonant, rich, flavor-laden finish.",0,0,0,0,1,1
Colombia Manos Juntas,92,0,0,0,0,0,1,0.7792207792207793,9.0,8.0,8.0,9.0,8.0,"Crisply sweet-savory. Baking chocolate, raspberry, cedar, shiitake mushroom, hazelnut in aroma and cup. Sweetly savory structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar.",0,0,0,0,1,1
Colombia Antioquia Magico,94,0,0,0,0,0,1,0.775,9.0,9.0,9.0,9.0,8.0,"Richly chocolaty, sweetly tart. Nectarine, dark chocolate, lemon verbena, lavender, fresh-cut oak in aroma and cup. Sweet structure with high-toned acidity; very full, satiny-smooth mouthfeel. Crisply sweet, chocolaty finish with undertones of lemon verbena and a hint of lavender.",0,1,0,0,0,1
Ecuador Loja Clara Sidra Natural Taza Dorada #2,93,0,0,0,0,0,1,0.6867469879518072,8.0,9.0,9.0,9.0,8.0,"Sweet, crisp, meadowy, fresh. Honeydew melon, fresh-cut fir, orange zest, clover blossom in aroma and cup. Crisp, balanced structure; satiny mouthfeel. The finish is citrusy, savory-sweet, resonant. ",0,0,0,0,1,1
Colombia Valle del Cauca Cerro Azul Geisha,96,0,0,0,0,0,1,0.7164179104477612,10.0,9.0,8.0,10.0,9.0,"Vibrant, high-toned, exhilarating. Floral medley (lavender, rose, wisteria), grapefruit zest, ripe passion fruit, cocoa, a hint of ginger in aroma and cup. Sweetly and brilliantly bright in structure; lightly syrupy in mouthfeel. Flavors consolidate but ring on in a long, resonantly layered finish. ",0,0,1,0,0,1
Rwanda Kinini Village Natural,94,1,0,0,0,0,0,0.7435897435897436,9.0,9.0,9.0,9.0,8.0,"Juicy-sweet, fruit-forward. Blueberry pie, pink grapefruit zest, lilac, sandalwood, cocoa nib in aroma and cup. Richly sweet with bright, floral acidity; lush, satiny mouthfeel. The resonant finish centers around blueberry and sandalwood notes with pink grapefruit undertones.",0,0,0,0,1,1
Sumatra Aceh Gayo Mountain Musara Honey Process,93,0,0,0,0,1,0,0.7792207792207793,9.0,8.0,9.0,9.0,8.0,"Spice-toned, richly sweet. White peach, nutmeg, tuberose, cocoa nib, fresh-cut fir in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of cocoa nib and peach in the short, with fresh-cut fir and hints of tuberose resurfacing in the long.",0,0,0,0,1,1
Colombia Huila Finca Villabetuila Anaerobic Honey,93,0,0,0,0,0,1,0.7972972972972973,9.0,8.0,9.0,9.0,8.0,"Deeply and richly sweet, chocolaty. Dried blueberry, chocolate fudge, gardenia, cedar, hazelnut in aroma and cup. Sweet-toned structure with round, fruity acidity; full, creamy mouthfeel. ",0,0,0,0,1,1
Ethiopia Botabaa,93,1,0,0,0,0,0,0.75,9.0,9.0,8.0,9.0,8.0,"Round, deep, yet delicately lively, sweetly nut-toned. Roasted pistachio, caramel, date, lime, freesia in aroma and cup. Complexly layered structure with light-footed, engaging acidity; lightly satiny mouthfeel. Long, layered finish: lime and caramel.",0,0,0,0,1,1
Ethiopia Yirgacheffe Worka Gotiti Natural,93,1,0,0,0,0,0,0.7692307692307693,9.0,8.0,9.0,9.0,8.0,"Fruit-driven, sweetly savory. Dried raspberry, baker’s chocolate, hop flowers, grappa barrel, cedar in aroma and cup. Bittersweet structure with round, accessible acidity; full, viscous mouthfeel. Finish consolidates to notes of raspberry and lily with a hint of grappa barrel.",0,0,0,0,1,1
Ethiopia Sidamo Washed,93,1,0,0,0,0,0,0.5977011494252874,9.0,9.0,8.0,9.0,8.0,"Richly and suavely bright, balanced. Milk chocolate, cedar, floral-toned vanilla, raspberry, hazelnut in aroma and cup. Very sweetly and lightly tart with gently bright acidity; satiny mouthfeel. Lightly drying but flavor-saturated finish leading with raspberry and vanilla. ",0,0,0,0,1,1
Tres Dragones Colombia,94,0,0,0,0,0,1,0.7692307692307693,9.0,9.0,9.0,9.0,8.0,"Pungently sweet-savory, deep, expressive. Dark chocolate, dried mango, fine musk, rum barrel, honeysuckle in aroma and cup. Richly sweet-savory structure with roundly tart acidity; full, creamy mouthfeel. Particularly musky, fruit-toned finish with dark chocolate undertones.",0,0,0,0,1,1
Papua New Guinea Baroida Estate Natural,93,0,0,0,0,1,0,0.6470588235294118,9.0,8.0,9.0,9.0,8.0,"Buoyant, delicate, vivacious. A bouquet of flowers — rose, magnolia, more — plus lemon, sandalwood, fresh tobacco in aroma and cup. Sweet-tart in structure with a big, savory bottom. Syrupy but lively mouthfeel. Rich, sweet, balanced finish: tobacco, lemon. ",0,0,0,0,1,1
Ethiopia Lecho Torka,92,1,0,0,0,0,0,0.76,9.0,8.0,8.0,9.0,8.0,"Flavor-saturated, sweetly tart. Candy apple, lime zest, cocoa nib, freesia-like flowers, fresh-cut fir in aroma and cup. Gently tart structure with crisp acidity; velvety-smooth mouthfeel. Wood-framed finish with undertones of cocoa nib and lime zest.",0,0,0,0,1,1
Papua New Guinea Timuza,92,0,0,0,0,1,0,0.7,9.0,8.0,8.0,9.0,8.0,"Richly sweet-toned, floral. Magnolia, brown sugar, cedar, plum, hazelnut in aroma and cup. Sweet structure with round, gentle acidity; satiny-smooth mouthfeel. The resonant finish consolidates to notes of brown sugar and magnolia.",0,0,0,0,1,1
Tanzania Ngila Estate SL28,95,1,0,0,0,0,0,0.7142857142857143,9.0,9.0,9.0,9.0,9.0,"Deep, complex, aromatically enticing. Red currant, almond brittle, hop flowers, pink grapefruit zest, molasses in aroma and cup. Richly bittersweet, balanced structure with elegant, bright acidity; very syrupy, viscous mouthfeel. Resonant, long, flavor-laden finish with appealing complexity.",0,1,0,0,0,1
